-21.136,37.837,12.061,5.00E-01,5000,,,,,,,
-3.381,9.286,-3.006,1.70E-01,2680,,,,,,,
-5.057,9.831,-3.642,1.00E-03,3360,,,,,,,
-5.057,9.831,-3.642,1.90E-01,3020,,,,,,,
-10.545,16.226,-1.62,1.58E-03,5680,,,,,,,
-10.545,16.226,-1.62,1.01E-03,4000,,,,,,,
-14.281,19.802,-3.247,9.10E-04,5520,,,,,,,
4.219,-12.528,-23.047,7.90E-01,4750,,,,,,,
-15.406,4.415,-17.204,9.36E-04,4600,,,,,,,
-28.342,22.472,-5.846,1.40E-03,6300,,,,,,,
-28.342,22.472,-5.846,5.80E-01,3360,,,,,,,
-18.338,-15.78,-39.163,1.24E-03,6300,,,,,,,
-18.338,-15.78,-39.163,8.60E-01,5360,,,,,,,
-12.409,-4.408,-9.86,1.96E-03,4900,,,,,,,
-61.314,-1.438,-21.894,2.40E-02,4300,,,,,,,
-61.314,-1.438,-21.894,3.60E-01,3190,,,,,,,
-17.644,-15.486,-14.873,6.80E-04,5000,,,,,,,
-17.644,-15.486,-14.873,3.90E-01,5000,,,,,,,
-40.175,12.344,3.767,7.74E-03,5520,,,,,,,
-40.175,12.344,3.767,5.36E-03,5920,,,,,,,
-18.616,-19.316,-11.657,1.32E-03,6450,,,,,,,
-11.406,-7.072,-1.15,1.62E-03,2850,,,,,,,
-11.406,-7.072,-1.15,1.30E-01,2340,,,,,,,
-22.455,-17.337,-0.738,1.04E-03,4600,,,,,,,
-14.838,-48.863,-14.179,1.06E+00,5680,,,,,,,
-46.977,-6.435,20.212,1.34E-03,9500,,,,,,,
-46.977,-6.435,20.212,1.34E-03,9250,,,,,,,
-46.977,-6.435,20.212,9.50E-04,8500,,,,,,,
-46.977,-6.435,20.212,9.50E-04,8500,,,,,,,
-9.182,-6.222,2.674,3.84E-03,6600,,,,,,,
-9.182,-6.222,2.674,1.94E-02,5000,,,,,,,
-34.337,-29.96,8.168,7.80E-01,4750,,,,,,,
-30.629,-9.503,25.327,9.10E-01,5280,,,,,,,
-14.127,3.764,13.747,9.60E-04,3530,,,,,,,
-12.287,-27.832,15.942,4.20E-01,2850,,,,,,,
-12.287,-27.832,15.942,4.20E-01,2850,,,,,,,
-29.473,7.573,31.759,2.90E-01,5000,,,,,,,
-35.721,-21.921,61.111,9.90E-01,6150,,,,,,,
-35.721,-21.921,61.111,2.70E-04,3360,,,,,,,
-6.852,1.396,14.122,6.90E-04,3360,,,,,,,
6.982,-26.353,14.985,7.70E-04,5050,,,,,,,
9.636,-26.328,11.063,9.70E-04,5520,,,,,,,
3.562,-23.666,31.65,3.70E-01,3020,,,,,,,
1.45,-4.242,13.316,1.66E-01,2680,,,,,,,
1.45,-4.242,13.316,1.40E-01,2340,,,,,,,
8.818,-15.833,34.071,2.00E-03,7350,,,,,,,
8.818,-15.833,34.071,1.14E-03,7350,,,,,,,
10.453,-5.975,61.933,1.00E-03,6600,,,,,,,
10.453,-5.975,61.933,1.21E+00,6600,,,,,,,
0.708,7.495,42.275,5.70E-01,3360,,,,,,,
0.708,7.495,42.275,3.30E-01,3020,,,,,,,
-14.075,34.205,68.851,1.60E-03,5000,,,,,,,
15.468,-12.398,33.496,4.30E-01,2850,,,,,,,
15.468,-12.398,33.496,2.10E-01,2850,,,,,,,
14.637,-0.117,48.722,1.00E-03,6300,,,,,,,
14.637,-0.117,48.722,5.80E-01,3190,,,,,,,
9.814,4.189,19.069,2.00E-03,5280,,,,,,,
9.814,4.189,19.069,1.04E-03,4450,,,,,,,
22.888,24.782,50.515,1.03E+00,5760,,,,,,,
22.888,24.782,50.515,9.80E-01,5760,,,,,,,
16.4,21.479,22.572,2.20E-03,5920,,,,,,,
16.4,21.479,22.572,8.62E-01,5050,,,,,,,
17.107,3.629,6.681,6.50E-04,5000,,,,,,,
17.107,3.629,6.681,6.40E-04,5000,,,,,,,
5.372,15.858,12.036,5.90E-04,3020,,,,,,,
5.372,15.858,12.036,6.00E-04,3020,,,,,,,
19.325,-0.123,2.362,1.22E-03,4900,,,,,,,
14.084,8.196,3.112,1.63E-03,5050,,,,,,,
14.084,8.196,3.112,7.30E-01,4300,,,,,,,
0.117,10.619,4.764,1.41E-03,3020,,,,,,,
14.467,12.497,-1.264,1.05E-03,3020,,,,,,,
16.744,1.704,-10.31,1.86E-03,4600,,,,,,,
16.744,1.704,-10.31,2.80E-01,3020,,,,,,,
1.438,11.276,-1.188,2.79E-03,4300,,,,,,,
-3.391,12.622,0.02,3.50E-01,3020,,,,,,,
-3.391,12.622,0.02,2.40E-01,2850,,,,,,,
-11.622,31.3,-22.835,9.10E-01,5680,,,,,,,
-11.622,31.3,-22.835,6.70E-01,4150,,,,,,,
-34.23,-37.024,58.831,1.37E-03,14600,,,,,,,
-77.399,45.726,-23.111,9.60E-04,12300,,,,,,,
-77.399,45.726,-23.111,3.20E+00,5050,,,,,,,
-77.399,45.726,-23.111,1.50E+00,7050,,,,,,,
24.887,-68.875,-123.76,1.62E-03,23800,,,,,,,
578.54,-70.915,156.686,4.00E-02,3360,,,,,,,
121.589,-112.79,203.091,8.50E-04,28400,,,,,,,
121.589,-112.79,203.091,4.00E+00,14600,,,,,,,
-397.103,-145.457,-62.23,4.70E-02,3190,,,,,,,
-582.824,-324.209,-304.002,2.57E-03,12300,,,,,,,
-582.824,-324.209,-304.002,3.50E+00,5000,,,,,,,
-582.824,-324.209,-304.002,3.50E+00,5000,,,,,,,
150.002,1592.008,52.311,2.20E-03,9250,,,,,,,
2262.757,6825.657,353.385,2.00E+01,30700,,,,,,,
2262.757,6825.657,353.385,5.17E-05,5000,,,,,,,
134.853,43.317,155.065,1.00E-03,7350,,,,,,,
230.41,523.693,-354.277,2.98E-02,4750,,,,,,,
-9.417,3.277,-7.373,1.50E-01,2510,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
