ComponentID,JSON_Short,JSON_All,Name,Star_Name2,Star_Name3,NameQuality?,StarNameLen,HasSpaces,Has+-,Mass,Diameter,MassKG,DiamKM,IsClosed,LastUpdated,MassSource,DiameterSource,IsDiameterArcsec,Star_RA,Star_DEC,theta,phi,loc_x,loc_y,loc_z,gal_x,gal_y,gal_z,Star_Distance,Star_Mass,Star_Diameter,Star_Spectra,Star_Luminocity,Luminosity Fixed,Age,Metallicity,ProperMotion,PMAngle,RadialVelocity,Temp (K),StarType,ColorCode,PointsOfInterest,,,,,,,,,,
189302," { starName:""B"", id:189302, galX:-1.959, galY:-34.54, galZ:24.145,  dist:42.19, color:0xffc97f}, "," { starName:""B"", id:189302, mass:0, diameter:0, galX:-1.959, galY:-34.54, galZ:24.145,  dist:42.19, starType:""DQ(wd)"", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.76086056,-18.88551667,2.817186706,1.900410774,-37.83664002,12.72394713,-13.65598556,-1.959,-34.54,24.145,42.19,0,0,DQ9,wd,wd,0,0,1.98,250.5,36,5000,DQ(wd),0xffc97f,0,,,,,,,,,,
189401," { starName:""A"", id:189401, galX:-47.005, galY:19.815, galZ:78.717,  dist:93.81, color:0xfff4e8}, "," { starName:""A"", id:189401, mass:0, diameter:0, galX:-47.005, galY:19.815, galZ:78.717,  dist:93.81, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.84452194,51.79947778,2.839089206,0.666724889,-55.37938089,17.28287366,73.72070639,-47.005,19.815,78.717,93.81,0,0,G5,V-VI,V,0,0,0.203,267.5,0,5520,G5(V),0xfff4e8,0,,,,,,,,,,
189402," { starName:""B"", id:189402, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:189402, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.79444444,52.015,2.825978947,0.662963316,0,0,0,0,0,0,0,0,0,M,V-VI,V,0,0,0.203,267.5,0,5000,,0xffc97f,0,,,,,,,,,,
189501," { starName:""A"", id:189501, galX:-13.51, galY:-16.855, galZ:42.503,  dist:47.68, color:0xffc891}, "," { starName:""A"", id:189501, mass:0, diameter:0, galX:-13.51, galY:-16.855, galZ:42.503,  dist:47.68, starType:""M0(V)"", temp:3530, color:0xffc891}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.03873611,16.50805556,2.889934356,1.282676404,-44.27464753,11.38341429,13.54827906,-13.51,-16.855,42.503,47.68,0,0,M0,V,V,0,0,0.196,152,0,3530,M0(V),0xffc891,0,,,,,,,,,,
189502," { starName:""B"", id:189502, galX:0, galY:0, galZ:0,  dist:0, color:0xffc891}, "," { starName:""B"", id:189502, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:""M0(V)"", temp:3530, color:0xffc891}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.03838333,16.50911111,2.889841999,1.282657981,0,0,0,0,0,0,0,0,0,M0,V,V,0,0,0.196,152,0,3530,M0(V),0xffc891,0,,,,,,,,,,
189601," { starName:""Chi(1) Hydrae"", id:189601, galX:12.976, galY:-121.682, galZ:71.889,  dist:141.93, color:0xffc97f}, "," { starName:""Chi(1) Hydrae"", id:189601, mass:0, diameter:599, galX:12.976, galY:-121.682, galZ:71.889,  dist:141.93, starType:"""", temp:5000, color:0xffc97f}, ",A,Chi(1) Hydrae,Chi(1) Hydrae,6,1,1,1,,4.30E-04,0.00E+00, 599 ,0,3/1/1999 0:00,,Fracassini,1,11.08886611,-26.7064,2.903058359,2.036910938,-123.1990865,29.95755524,-63.78600835,12.976,-121.682,71.889,141.93,0,0.00043,,,,0,0,0.19,267.4,19.1,5000,,0xffc97f,0,,,,,,,,,,
189602," { starName:""Chi(1) Hydrae"", id:189602, galX:12.976, galY:-121.682, galZ:71.889,  dist:141.93, color:0xffc97f}, "," { starName:""Chi(1) Hydrae"", id:189602, mass:0, diameter:0, galX:12.976, galY:-121.682, galZ:71.889,  dist:141.93, starType:"""", temp:5000, color:0xffc97f}, ",B,Chi(1) Hydrae,Chi(1) Hydrae,6,1,1,1,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.08886611,-26.7064,2.903058359,2.036910938,-123.1990865,29.95755524,-63.78600835,12.976,-121.682,71.889,141.93,0,0,,,,0,0,0.19,267.4,19.1,5000,,0xffc97f,0,,,,,,,,,,
189701," { starName:""A"", id:189701, galX:-6.852, galY:1.396, galZ:14.122,  dist:15.76, color:0xffcc8e}, "," { starName:""A"", id:189701, mass:4.97275E+29, diameter:960, galX:-6.852, galY:1.396, galZ:14.122,  dist:15.76, starType:""M1(V)"", temp:3360, color:0xffcc8e}, ",A,,A,1,0,1,0,2.50E-01,6.90E-04,4.97E+29, 960 ,0,3/1/1999 0:00,,Fracassini,1,11.09125667,43.52695833,2.903684205,0.81110759,-11.10493617,2.692958422,10.85384575,-6.852,1.396,14.122,15.76,0.25,0.00069,M1n,V,V,0,0,4.528,282.1,68.8,3360,M1(V),0xffcc8e,0,,,,,,,,,,
189702," { starName:""WX Ursae Majoris"", id:189702, galX:0, galY:0, galZ:0,  dist:0, color:0xffcd75}, "," { starName:""WX Ursae Majoris"", id:189702, mass:1.19346E+29, diameter:180960, galX:0, galY:0, galZ:0,  dist:0, starType:""M5(V)"", temp:2680, color:0xffcd75}, ",B,,WX Ursae Majoris,5,1,0,1,6.00E-02,1.30E-01,1.19E+29," 180,960 ",0,3/1/1999 0:00,,Fracassini,0,11.05055556,43.77833333,2.893028679,0.806720269,0,0,0,0,0,0,0,0.06,0.13,M5.5,V,V,0,0,4.528,282.1,68.8,2680,M5(V),0xffcd75,0,,,,,,,,,,
189801," { starName:""A"", id:189801, galX:-7.444, galY:-40.676, galZ:50.444,  dist:65.23, color:0xffbb7b}, "," { starName:""A"", id:189801, mass:0, diameter:0, galX:-7.444, galY:-40.676, galZ:50.444,  dist:65.23, starType:""M6(V)"", temp:2510, color:0xffbb7b}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.09277778,-3.046666667,2.904082431,1.623970691,-63.3091752,15.32584861,-3.466929462,-7.444,-40.676,50.444,65.23,0,0,M6,V,V,0,0,0.422,184,0,2510,M6(V),0xffbb7b,0,,,,,,,,,,
189802," { starName:""B"", id:189802, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:189802, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:""DA(wd)"", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.09111111,-3.118333333,2.903646099,1.625221511,0,0,0,0,0,0,0,0,0,DA3,wd,wd,0,0,0.422,184,0,5000,DA(wd),0xffc97f,0,,,,,,,,,,
189901," { starName:""A"", id:189901, galX:-13.527, galY:-4.673, galZ:36.169,  dist:38.9, color:0xffd1ae}, "," { starName:""A"", id:189901, mass:0, diameter:974400, galX:-13.527, galY:-4.673, galZ:36.169,  dist:38.9, starType:""K8(V)"", temp:3850, color:0xffd1ae}, ",A,,A,1,0,1,0,,7.00E-01,0.00E+00," 974,400 ",0,3/1/1999 0:00,,Fracassini,0,11.18473056,30.44580556,2.928155612,1.039416776,-32.77505616,7.103609234,19.71153036,-13.527,-4.673,36.169,38.9,0,0.7,K8,V,V,0,0,0.614,109.8,-15.4,3850,K8(V),0xffd1ae,0,,,,,,,,,,
189902," { starName:""B"", id:189902, galX:0, galY:0, galZ:0,  dist:0, color:0xffbe7f}, "," { starName:""B"", id:189902, mass:0, diameter:779520, galX:0, galY:0, galZ:0,  dist:0, starType:""M2(V)"", temp:3190, color:0xffbe7f}, ",B,,B,1,0,1,0,,5.60E-01,0.00E+00," 779,520 ",0,3/1/1999 0:00,,Fracassini,0,11.17830861,31.159025,2.926474351,1.026968749,0,0,0,0,0,0,0,0,0.56,M2,V,V,0,0,0.614,109.8,-15.4,3190,M2(V),0xffbe7f,0,,,,,,,,,,
190001," { starName:""A"", id:190001, galX:-22.833, galY:5.056, galZ:48.08,  dist:53.47, color:0xffce81}, "," { starName:""A"", id:190001, mass:0, diameter:0, galX:-22.833, galY:5.056, galZ:48.08,  dist:53.47, starType:""M3(V)"", temp:3020, color:0xffce81}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.14305556,43.695,2.917245123,0.80817471,-37.69142985,8.600763078,36.93810892,-22.833,5.056,48.08,53.47,0,0,M3,V,V,0,0,0.766,236.9,-10.5,3020,M3(V),0xffce81,0,,,,,,,,,,
190002," { starName:""B"", id:190002, galX:-22.833, galY:5.056, galZ:48.08,  dist:53.47, color:0xffce81}, "," { starName:""B"", id:190002, mass:0, diameter:0, galX:-22.833, galY:5.056, galZ:48.08,  dist:53.47, starType:""M3(V)"", temp:3020, color:0xffce81}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.14305556,43.695,2.917245123,0.80817471,-37.69142985,8.600763078,36.93810892,-22.833,5.056,48.08,53.47,0,0,M3,V,V,0,0,0.766,236.9,-10.5,3020,M3(V),0xffce81,0,,,,,,,,,,
190101," { starName:""A"", id:190101, galX:-23.6, galY:26.395, galZ:32.21,  dist:47.87, color:0xffdba7}, "," { starName:""A"", id:190101, mass:0, diameter:1044000, galX:-23.6, galY:26.395, galZ:32.21,  dist:47.87, starType:""K5(V)"", temp:4300, color:0xffdba7}, ",A,,A,1,0,1,0,,7.50E-01,0.00E+00," 1,044,000 ",0,3/1/1999 0:00,,Fracassini,0,11.25331583,73.47518611,2.946111196,0.288412411,-13.35637043,2.644696153,45.89280827,-23.6,26.395,32.21,47.87,0,0.75,K5,V,V,0,0,0.417,284.9,8.1,4300,K5(V),0xffdba7,0,,,,,,,,,,
190102," { starName:""B"", id:190102, galX:-23.6, galY:26.395, galZ:32.21,  dist:47.87, color:0xffbe7f}, "," { starName:""B"", id:190102, mass:0, diameter:612480, galX:-23.6, galY:26.395, galZ:32.21,  dist:47.87, starType:""M2(V)"", temp:3190, color:0xffbe7f}, ",B,,B,1,0,1,0,,4.40E-01,0.00E+00," 612,480 ",0,3/1/1999 0:00,,Fracassini,0,11.25331583,73.47518611,2.946111196,0.288412411,-13.35637043,2.644696153,45.89280827,-23.6,26.395,32.21,47.87,0,0.44,M2,V,V,0,0,0.417,284.9,8.1,3190,M2(V),0xffbe7f,0,,,,,,,,,,
190201," { starName:""A"", id:190201, galX:6.749, galY:-60.329, galZ:42.193,  dist:73.93, color:0xffd7ae}, "," { starName:""A"", id:190201, mass:0, diameter:0, galX:6.749, galY:-60.329, galZ:42.193,  dist:73.93, starType:""K4(V)"", temp:4450, color:0xffd7ae}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.24673056,-22.89486111,2.944387174,1.970387035,-66.78578566,13.34395517,-28.7618253,6.749,-60.329,42.193,73.93,0,0,K4,V,V,0,0,0.45,215.3,0,4450,K4(V),0xffd7ae,0,,,,,,,,,,
190202," { starName:""B"", id:190202, galX:6.749, galY:-60.329, galZ:42.193,  dist:73.93, color:0xffc97f}, "," { starName:""B"", id:190202, mass:0, diameter:0, galX:6.749, galY:-60.329, galZ:42.193,  dist:73.93, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.24673056,-22.89486111,2.944387174,1.970387035,-66.78578566,13.34395517,-28.7618253,6.749,-60.329,42.193,73.93,0,0,,,,0,0,0.45,215.3,0,5000,,0xffc97f,0,,,,,,,,,,
190301," { starName:""A"", id:190301, galX:2.569, galY:-39.557, galZ:32.529,  dist:51.28, color:0xffc690}, "," { starName:""A"", id:190301, mass:0, diameter:890880, galX:2.569, galY:-39.557, galZ:32.529,  dist:51.28, starType:""K7(V)"", temp:4000, color:0xffc690}, ",A,,A,1,0,1,0,,6.40E-01,0.00E+00," 890,880 ",0,3/1/1999 0:00,,Fracassini,0,11.25541667,-17.85436111,2.946661193,1.882413714,-47.88587933,9.454520695,-15.72237256,2.569,-39.557,32.529,51.28,0,0.64,K7,V,V,0,0,0.754,169.3,5,4000,K7(V),0xffc690,0,,,,,,,,,,
190302," { starName:""B"", id:190302, galX:0, galY:0, galZ:0,  dist:0, color:0xffc690}, "," { starName:""B"", id:190302, mass:0, diameter:876960, galX:0, galY:0, galZ:0,  dist:0, starType:""K7(V)"", temp:4000, color:0xffc690}, ",B,,B,1,0,1,0,,6.30E-01,0.00E+00," 876,960 ",1,3/1/1999 0:00,,Fracassini,0,11.25577778,-17.85508333,2.946755731,1.882426319,0,0,0,0,0,0,0,0,0.63,K7,V,V,0,0,0.754,169.3,5,4000,K7(V),0xffc690,0,,,,,,,,,,
190303," { starName:""C"", id:190303, galX:0, galY:0, galZ:0,  dist:0, color:0xffce81}, "," { starName:""C"", id:190303, mass:0, diameter:417600, galX:0, galY:0, galZ:0,  dist:0, starType:""M3(V)"", temp:3020, color:0xffce81}, ",C,,C,1,0,1,0,,3.00E-01,0.00E+00," 417,600 ",0,3/1/1999 0:00,,Fracassini,0,11.21277778,-16.15666667,2.935498358,1.852783356,0,0,0,0,0,0,0,0,0.3,M3.5,V,V,0,0,0.754,169.3,5,3020,M3(V),0xffce81,0,,,,,,,,,,
190401," { starName:""A"", id:190401, galX:-56.893, galY:31.696, galZ:109.785,  dist:127.66, color:0xf6f3ff}, "," { starName:""A"", id:190401, mass:0, diameter:1308480, galX:-56.893, galY:31.696, galZ:109.785,  dist:127.66, starType:""F6(V)"", temp:6450, color:0xf6f3ff}, ",A,,A,1,0,1,0,,9.40E-01,0.00E+00," 1,308,480 ",0,3/1/1999 0:00,,Fracassini,0,11.26780278,52.77327778,2.949903869,0.649728873,-75.81597673,14.71373213,101.6490008,-56.893,31.696,109.785,127.66,0,0.94,F6,V,V,4600,0,0.171,72.6,-42.1,6450,F6(V),0xf6f3ff,0,,,,,,,,,,
190402," { starName:""B"", id:190402, galX:0, galY:0, galZ:0,  dist:0, color:0xfff9fc}, "," { starName:""B"", id:190402, mass:0, diameter:1099680, galX:0, galY:0, galZ:0,  dist:0, starType:""F9(V)"", temp:6000, color:0xfff9fc}, ",B,,B,1,0,1,0,,7.90E-01,0.00E+00," 1,099,680 ",0,3/1/1999 0:00,,Fracassini,0,11.22,53.04833333,2.937389131,0.644928247,0,0,0,0,0,0,0,0,0.79,F9,V,V,4600,0,0.171,72.6,-42.1,6000,F9(V),0xfff9fc,0,,,,,,,,,,
190501," { starName:""Xi Ursae Majoris"", id:190501, galX:-11.264, galY:-3.171, galZ:31.899,  dist:33.98, color:0xffc97f}, "," { starName:""Xi Ursae Majoris"", id:190501, mass:0, diameter:1350240, galX:-11.264, galY:-3.171, galZ:31.899,  dist:33.98, starType:"""", temp:5000, color:0xffc97f}, ",Aa,Xi Ursae Majoris,Xi Ursae Majoris,5,1,0,1,,9.70E-01,0.00E+00," 1,350,240 ",0,3/1/1999 0:00,,Fracassini,0,11.30305556,31.52916667,2.959133025,1.020508558,-28.48288483,5.255426821,17.76924761,-11.264,-3.171,31.899,33.98,0,0.97,,,,0,0.868,0.727,216.2,-15.9,5000,,0xffc97f,"Mayor, Queloz, Udry, and Halbwachs have studied the B pair in this system using the same techniques currently used to search for extrasolar planets.  They measure a minimum mass of 37 x Jupiter (about 0.04 x Sol) for the Bb component.",,,,,,,,,,
190502," { starName:""Xi Ursae Majoris"", id:190502, galX:-11.264, galY:-3.171, galZ:31.899,  dist:33.98, color:0xffc97f}, "," { starName:""Xi Ursae Majoris"", id:190502, mass:0, diameter:0, galX:-11.264, galY:-3.171, galZ:31.899,  dist:33.98, starType:"""", temp:5000, color:0xffc97f}, ",Ab,Xi Ursae Majoris,Xi Ursae Majoris,5,1,0,1,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.30305556,31.52916667,2.959133025,1.020508558,-28.48288483,5.255426821,17.76924761,-11.264,-3.171,31.899,33.98,0,0,,,,0,0.868,0.727,216.2,-15.9,5000,,0xffc97f,"Mayor, Queloz, Udry, and Halbwachs have studied the B pair in this system using the same techniques currently used to search for extrasolar planets.  They measure a minimum mass of 37 x Jupiter (about 0.04 x Sol) for the Bb component.",,,,,,,,,,
190503," { starName:""Xi Ursae Majoris"", id:190503, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""Xi Ursae Majoris"", id:190503, mass:0, diameter:2227, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",Ba,Xi Ursae Majoris,Xi Ursae Majoris,5,1,0,1,,1.60E-03,0.00E+00," 2,227 ",0,3/1/1999 0:00,,Fracassini,1,11.30304167,31.52936111,2.959129389,1.020505164,0,0,0,0,0,0,0,0,0.0016,,,,0,0.868,0.727,216.2,-15.9,5000,,0xffc97f,"Mayor, Queloz, Udry, and Halbwachs have studied the B pair in this system using the same techniques currently used to search for extrasolar planets.  They measure a minimum mass of 37 x Jupiter (about 0.04 x Sol) for the Bb component.",,,,,,,,,,
190504," { starName:""Xi Ursae Majoris"", id:190504, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""Xi Ursae Majoris"", id:190504, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",Bb,Xi Ursae Majoris,Xi Ursae Majoris,5,1,0,1,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.30304167,31.52936111,2.959129389,1.020505164,0,0,0,0,0,0,0,0,0,,,,0,0.868,0.727,216.2,-15.9,5000,,0xffc97f,"Mayor, Queloz, Udry, and Halbwachs have studied the B pair in this system using the same techniques currently used to search for extrasolar planets.  They measure a minimum mass of 37 x Jupiter (about 0.04 x Sol) for the Bb component.",,,,,,,,,,
190601," { starName:""SZ Crateris"", id:190601, galX:3.712, galY:-33.387, galZ:26.712,  dist:42.92, color:0xffc97f}, "," { starName:""SZ Crateris"", id:190601, mass:0, diameter:918720, galX:3.712, galY:-33.387, galZ:26.712,  dist:42.92, starType:"""", temp:5000, color:0xffc97f}, ",A,SZ Crateris,SZ Crateris,5,1,0,1,,6.60E-01,0.00E+00," 918,720 ",0,3/1/1999 0:00,,Fracassini,0,11.357425,-19.54583333,2.973366912,1.911935474,-39.87572875,6.772128413,-14.35935003,3.712,-33.387,26.712,42.92,0,0.66,,,,0,0,0.233,126.6,7.4,5000,,0xffc97f,0,,,,,,,,,,
190602," { starName:""SZ Crateris"", id:190602, galX:3.712, galY:-33.387, galZ:26.712,  dist:42.92, color:0xffc97f}, "," { starName:""SZ Crateris"", id:190602, mass:0, diameter:584640, galX:3.712, galY:-33.387, galZ:26.712,  dist:42.92, starType:"""", temp:5000, color:0xffc97f}, ",B,SZ Crateris,SZ Crateris,5,1,0,1,,4.20E-01,0.00E+00," 584,640 ",0,3/1/1999 0:00,,Fracassini,0,11.357425,-19.54583333,2.973366912,1.911935474,-39.87572875,6.772128413,-14.35935003,3.712,-33.387,26.712,42.92,0,0.42,M,V,V,0,0,0.233,126.6,7.4,5000,,0xffc97f,0,,,,,,,,,,
190701," { starName:""A"", id:190701, galX:-23.212, galY:-30.902, galZ:95.425,  dist:102.96, color:0xffebd1}, "," { starName:""A"", id:190701, mass:0, diameter:960480, galX:-23.212, galY:-30.902, galZ:95.425,  dist:102.96, starType:""K0(V)"", temp:5050, color:0xffebd1}, ",A,,A,1,0,1,0,,6.90E-01,0.00E+00," 960,480 ",0,3/1/1999 0:00,,Fracassini,0,11.36370417,18.18992222,2.975010794,1.253322293,-96.4607563,16.21891276,32.14079903,-23.212,-30.902,95.425,102.96,0,0.69,K0,V,V,0,0,0.183,235.4,-4.1,5050,K0(V),0xffebd1,0,,,,,,,,,,
190702," { starName:""B"", id:190702, galX:-23.212, galY:-30.902, galZ:95.425,  dist:102.96, color:0xffc690}, "," { starName:""B"", id:190702, mass:0, diameter:0, galX:-23.212, galY:-30.902, galZ:95.425,  dist:102.96, starType:""K7(V)"", temp:4000, color:0xffc690}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.36370417,18.18992222,2.975010794,1.253322293,-96.4607563,16.21891276,32.14079903,-23.212,-30.902,95.425,102.96,0,0,K7,V,V,0,0,0.183,235.4,-4.1,4000,K7(V),0xffc690,0,,,,,,,,,,
190801," { starName:""A1"", id:190801, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, color:0xffc97f}, "," { starName:""A1"", id:190801, mass:0, diameter:0, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, starType:"""", temp:5000, color:0xffc97f}, ",A1,,A1,1,0,1,0,,,0.00E+00, -   ,0,2/18/2002 0:00,,,0,11.36814056,-23.22231111,2.976172238,1.976102116,-137.9597179,23.03181837,-60.01242852,18.187,-123.026,87.737,152.2,0,0,K,V,V,10,0,0.089,249.6,0,5000,,0xffc97f,"There is a thick disk of dust around one or both of these pairs of stars, due to their extremely young age.  It is probably a region of planet formation.",,,,,,,,,,
190802," { starName:""A2"", id:190802, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, color:0xffc97f}, "," { starName:""A2"", id:190802, mass:0, diameter:0, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, starType:"""", temp:5000, color:0xffc97f}, ",A2,,A2,1,0,1,0,,,0.00E+00, -   ,0,2/18/2002 0:00,,,0,11.36814056,-23.22231111,2.976172238,1.976102116,-137.9597179,23.03181837,-60.01242852,18.187,-123.026,87.737,152.2,0,0,M,V,V,10,0,0.089,249.6,0,5000,,0xffc97f,"There is a thick disk of dust around one or both of these pairs of stars, due to their extremely young age.  It is probably a region of planet formation.",,,,,,,,,,
190803," { starName:""B1"", id:190803, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, color:0xffc97f}, "," { starName:""B1"", id:190803, mass:0, diameter:0, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, starType:"""", temp:5000, color:0xffc97f}, ",B1,,B1,1,0,1,0,,,0.00E+00, -   ,0,2/18/2002 0:00,,,0,11.36814056,-23.22231111,2.976172238,1.976102116,-137.9597179,23.03181837,-60.01242852,18.187,-123.026,87.737,152.2,0,0,K,V,V,10,0,0.089,249.6,0,5000,,0xffc97f,"There is a thick disk of dust around one or both of these pairs of stars, due to their extremely young age.  It is probably a region of planet formation.",,,,,,,,,,
190804," { starName:""B2"", id:190804, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, color:0xffd2a1}, "," { starName:""B2"", id:190804, mass:0, diameter:0, galX:18.187, galY:-123.026, galZ:87.737,  dist:152.2, starType:""K (V)"", temp:5000, color:0xffd2a1}, ",B2,,B2,1,0,1,0,,,0.00E+00, -   ,0,2/18/2002 0:00,,,0,11.36814056,-23.22231111,2.976172238,1.976102116,-137.9597179,23.03181837,-60.01242852,18.187,-123.026,87.737,152.2,0,0,K or M,V,V,10,0,0.089,249.6,0,5000,K (V),0xffd2a1,"There is a thick disk of dust around one or both of these pairs of stars, due to their extremely young age.  It is probably a region of planet formation.",,,,,,,,,,
190901," { starName:""A"", id:190901, galX:-36.261, galY:45.846, galZ:45.581,  dist:74.13, color:0xffbe7f}, "," { starName:""A"", id:190901, mass:0, diameter:0, galX:-36.261, galY:45.846, galZ:45.581,  dist:74.13, starType:""M2(V)"", temp:3190, color:0xffbe7f}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.37027778,78.54333333,2.976731761,0.199956555,-14.52455849,2.416463893,72.65297518,-36.261,45.846,45.581,74.13,0,0,M2.5,V,V,0,0,0.678,248.9,0,3190,M2(V),0xffbe7f,0,,,,,,,,,,
190902," { starName:""B"", id:190902, galX:0, galY:0, galZ:0,  dist:0, color:0xffce81}, "," { starName:""B"", id:190902, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:""M3(V)"", temp:3020, color:0xffce81}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.36694444,78.56166667,2.975859097,0.199636578,0,0,0,0,0,0,0,0,0,M3,V,V,0,0,0.678,248.9,0,3020,M3(V),0xffce81,0,,,,,,,,,,
191001," { starName:""A"", id:191001, galX:16.26, galY:-38.764, galZ:0.413,  dist:42.04, color:0xffc690}, "," { starName:""A"", id:191001, mass:0, diameter:1364, galX:16.26, galY:-38.764, galZ:0.413,  dist:42.04, starType:""K7(V)"", temp:4000, color:0xffc690}, ",A,,A,1,0,1,0,,9.80E-04,0.00E+00," 1,364 ",0,3/1/1999 0:00,,Fracassini,1,11.41118,-60.35201667,2.987439938,2.624137728,-20.54932275,3.193066405,-36.53616375,16.26,-38.764,0.413,42.04,0,0.00098,K7,V,V,0,0,0.49,277.1,4.7,4000,K7(V),0xffc690,0,,,,,,,,,,
191002," { starName:""B"", id:191002, galX:16.26, galY:-38.764, galZ:0.413,  dist:42.04, color:0xffc891}, "," { starName:""B"", id:191002, mass:0, diameter:891, galX:16.26, galY:-38.764, galZ:0.413,  dist:42.04, starType:""M0(V)"", temp:3530, color:0xffc891}, ",B,,B,1,0,1,0,,6.40E-04,0.00E+00, 891 ,0,3/1/1999 0:00,,Fracassini,1,11.41118,-60.35201667,2.987439938,2.624137728,-20.54932275,3.193066405,-36.53616375,16.26,-38.764,0.413,42.04,0,0.00064,M0e,V,V,0,0,0.49,277.1,4.7,3530,M0(V),0xffc891,0,,,,,,,,,,
191101," { starName:""83 Leonis"", id:191101, galX:-4.899, galY:-29.554, galZ:49.242,  dist:57.64, color:0xffebd1}, "," { starName:""83 Leonis"", id:191101, mass:0, diameter:2658720, galX:-4.899, galY:-29.554, galZ:49.242,  dist:57.64, starType:""K0(V)"", temp:5050, color:0xffebd1}, ",A,83 Leonis,83 Leonis,5,1,0,1,,1.91E+00,0.00E+00," 2,658,720 ",0,3/1/1999 0:00,,Fracassini,0,11.44592444,3.013069444,2.996536012,1.518208344,-56.95580221,8.320256086,3.029774383,-4.899,-29.554,49.242,57.64,0,1.91,K0,IV,V,0,1.23027,0.747,283.6,3.8,5050,K0(V),0xffebd1,0,,,,,,,,,,
191102," { starName:""83 Leonis"", id:191102, galX:0, galY:0, galZ:0,  dist:0, color:0xffe3c4}, "," { starName:""83 Leonis"", id:191102, mass:0, diameter:1127520, galX:0, galY:0, galZ:0,  dist:0, starType:""K2(V)"", temp:4750, color:0xffe3c4}, ",B,83 Leonis,83 Leonis,5,1,0,1,,8.10E-01,0.00E+00," 1,127,520 ",0,3/1/1999 0:00,,Fracassini,0,11.44619444,3.006305556,2.996606698,1.518326397,0,0,0,0,0,0,0,0,0.81,K2,IV-V,V,0,1.23027,0.747,283.6,3.8,4750,K2(V),0xffe3c4,0,,,,,,,,,,
191201," { starName:""88 Leonis"", id:191201, galX:-11.966, galY:-25.737, galZ:69.548,  dist:75.12, color:0xfff8f8}, "," { starName:""88 Leonis"", id:191201, mass:0, diameter:0, galX:-11.966, galY:-25.737, galZ:69.548,  dist:75.12, starType:""G0(V)"", temp:5920, color:0xfff8f8}, ",A,88 Leonis,88 Leonis,5,1,0,1,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,11.52915278,14.36463889,3.018325139,1.320086082,-72.21930562,8.947659819,18.63667566,-11.966,-25.737,69.548,75.12,0,0,G0,V,V,0,0,0.383,240.1,-4.2,5920,G0(V),0xfff8f8,0,,,,,,,,,,
